Show,Review,Source
The Queen's Gambit,A compelling coming-of-age story that also explores how substance abuse has become such a killer in western society.,Critic
The Queen's Gambit,The series also succeeds in making the cerebral game of chess come alive even for viewers who don't know a rook from a pawn.,Critic
The Queen's Gambit,"You don't have to care about chess to enjoy The Queen's Gambit-though the chess matches are enthralling even for the uninitiated-because the series is stylish, entertaining, and engrossing.",Critic
The Queen's Gambit,"With excellent pacing and a sure sense of itself out of the gate, The Queen's Gambit is a work of art-riveting, radiant, and simply spellbinding. Like Beth, it triumphs through its devotion to a love of the game.",Critic
The Queen's Gambit,"It's stylish, eerie and uneven and seems stretched at seven episodes.",Critic
The Queen's Gambit,Anna Taylor-Joy is a joy to behold as the prodigy chess player. The series could have been shortened but the overall effect is solid entertainment.,Critic
The Queen's Gambit,Scott Frank varies the progression to the thrilling end with just enough flashbacks in the plot.,Critic
The Queen's Gambit,"It is a show that takes itself so seriously that, when former child actor Thomas Brodie-Sangster turns up dressed like an escapee from the Wild West, you don't know whether it's meant to be funny or not",Critic
The Queen's Gambit,"The Queen's Gambit is undeniably sentimental, but I would argue that it's the various ways it holds back that makes it so effective.",Critic
The Queen's Gambit,"Yes, this is a series about a chess player, but it is more about her journey there and the heavy and deep emotions that take you through the path is what makes this a must-watch.",Critic
The Queen's Gambit,Creators Scott Frank and Allan Scott have managed the impossible here. They have succeeded in turning a story about one of the most docile and unglamorous sports into something truly magical and outstanding.,Critic
The Queen's Gambit,"It's a performance that really grabs the viewer's attention, and which elevates The Queen's Gambit from a reasonable drama series to a truly engaging piece of television.",Critic
WandaVision,This show was extremely disappointing.  99% of the show plays on a nostalgia gimmick by reliving the theme of old sitcoms.  Nostalgia that is hiding how terrible and a waste of time the show is.  There's only seconds of the script that go towards plot progressive.  This show is all stick and carrot making us waste most of the episode on nonsense.  They took two great MCU characters and made them fools.,Audience
WandaVision,A bold and impressively original direction for the MCU's first next chapter. A Shakespearean tragedy. A great dissection of Wanda and her overall loss in having to bear the burden of such grief that she carries with her since losing Vision in Infinity War.  This is as good as any television this year. I am expecting a lot of emmys going towards WandaVision.,Audience
WandaVision,"Don't expect any big reveals for the finale. Disney has been trolling you all season.
The ending was fine. I think I'm having Game of Thrones flashbacks. This is quite a similar feeling.",Audience
WandaVision,"Only 2 episodes in, and this show has proven itself superb. Honestly, does the MCU make anything bad? How do they continue to do it? The consistency is incredible!",Audience
WandaVision,Adequate when judged on its own. When positioned as the first Marvel offering since Endgame? Pretty disappointing.,Audience
WandaVision,"I really love this show so far.  The chemistry between Wanda and Vision is fantastic with great performances, and is a great exploration of their characters, something we didn't get to see as fleshed out in the movies.  I also really dig the sitcom setting they are going for, and the actors as well as producers are doing a great job at creating these realistic feelings of the time periods of the past.  The progressive mystery is also a big part in what is bringing me back each week as soon as the episode comes out.  However, this show isn't for everyone, especially those who are here for the action and epic stories of the movies and not for romance and sitcom style comedy.  The bits and pieces of suspense that have been given likely isn't enough for the regular MCU fan, as to why there are so many negative reviews, but for me this show is almost perfect and is what I never knew I wanted from the MCU.",Audience
WandaVision,"Amazing show, but with a rushed finale that didn't truly conected with the amazing and unique vision that the writers and director gave to the previously episodes.",Audience
WandaVision,"Love the slow build and creepy slips in the first 3 episodes 
if you bailed early watch ep.4 .",Audience
WandaVision,Incredible! A must see!,Audience
WandaVision,"The worst show I've seen in decades.  I spent the entire 2 episodes waiting and hoping it would suddenly get better.  I love the 2 leads, the concept could become great but the direction fell beyond short.  the only reason I'll watch 1 more episode is that I love the lead actors and marvel usually are great but so far the show was lucky I didn't turn it off mid way which I never would do.",Audience
WandaVision,Kevin Feige and company are on a role ever since Endgame. They haven't missed since then that's for sure.,Audience
WandaVision,Being a viewer of this show with a single episode every weekend that it's a must watch for die hard MCU fans 'cuz of the references and the suspenseful beginning and story plot.,Audience
WandaVision,"A great trip through sitcom history that gives Wanda's character much more depth, Kathryn Hahn is AMAZING",Audience
WandaVision,"The first part a typical 50s tv sitcom and if you never pictured who Wanda and Vision was, it wouldn't be boring and you'd listen and watch, if they continue the sitcom plot further it would have become disappointing luckily it was made exciting by some purple magic.",Audience
WandaVision,"So weird, so emotional, and so much more good than anyone expected it to be. What could have been a a standard, straightforward MCU entry is transcended into a beautiful, thoughtful, psychedelic look at love, loss, and superpowers.",Audience
WandaVision,Spoilers! This show may have started out as a 3/5 but every episode seems to get better. The big twist of Fox's version of the quicksilver entering the show has brought tons of humor and the return of Monica Rambaeu has been brilliant. Paul Bettany (Vision) and Elizabeth Olsen (Wanda) deserves awards for this show. 4.8/5,Audience
WandaVision,"Is very predicted and repeats so much the same narrative exploited from the films, 4/10",Audience
WandaVision,thank u wanda for searching for your kids cause dr strange now needs to step in and thus giving us dr strange 2. amen,Audience
WandaVision,"This show is off to such a great start. Not only are the sitcom references on point and hilarious, there is a strong sense of unease and creeping tension, layered in with subtle hints... check out the label of the wine bottle, Maison du mepris (House of M???) and the name of Agnes (Ag-atha Hark-ness?) and her rabbit Senor Scratch (aka Mr Scratch)...",Audience
WandaVision,"Combines the best of sitcoms and the creepiness of the Twilight Zone. Absolutely loved it! It is not at all the traditional Marvel way of doing things, but I am absolutely craving more.",Audience
WandaVision,"A disorienting tribute to TV sitcoms and, ultimately, a delightfully weird launching pad for Marvel's next era.",Critic
WandaVision,WandVision works best precisely because it is unlike anything the MCU's model has ever produced before.,Critic
WandaVision,"All good things come to those who wait, and the Marvel Universe has always been as much about character and story-build as relentless fighting, and WandaVision shows that there's still more to be found in its almost bottomless bag.",Critic
WandaVision,"Addressing pandemic-induced topics such as loss, grief, and mental illness, Marvel's WandaVision serves as a metaphor for life in the time of COVID.",Critic
WandaVision,"Slow build & stranger than Dr. Strange, but the chemistry between Bettany and Olson, & ambitious original sitcom will have you utterly Scarlet Be-witched. It's the weird reality TV escape we didn't know we needed in 2021.",Critic
WandaVision,The first major Marvel Studios project to release onto the new mega streaming service Disney+ fulfilled big expectations and then some.,Critic
WandaVision,"As expected, the production values are excellent, and the writing is solid, even cheeky at moments, and witty.",Critic
WandaVision,"The new series set after the events of Avengers: Endgame is the most unexpected, fascinating project Marvel Studios has brought to the screen so far.",Critic
WandaVision,"Despite some fun performances, Stark Industries cameos, and a hefty homage to past generations of television, it's tiresome... Slightly confounding expectations become the quicksand here.",Critic
WandaVision,WandaVision is doing a great job of expanding the magical world of this fictional universe.,Critic
WandaVision,"While a slow burn on the mystery could be disappointing, WandaVision is likely to remain highly watchable thanks to its titular duo. Elizabeth Olsen and Paul Bettany are an absolute joy, and effortlessly emulate the performance styles of yesteryear.",Critic
WandaVision,"Brimming with assurance, the television series is a concoction of risk that pays off.",Critic
WandaVision,"It's hard to find fault in the construction of WandaVision, at least not after three episodes.",Critic
WandaVision,This is some next level TV experience right now as WandaVision is completely reshaping expectations for what's possible in the MCU.,Critic
WandaVision,"WandaVision shows that Marvel still has the power to surprise us and proves we can expect big, weird things from Phase 4. [Full review in Spanish]",Critic
WandaVision,"This is soaring, original unreality worth seeing through to the finale, be it bitter or sitcom sweet.",Critic
WandaVision,A highly unique and entertaining pivot for the MCU. A delightful sitcom showcase for Elizabeth Olsen and Paul Bettany with a curious and somewhat chilling mystery afoot.,Critic
WandaVision,"I've really enjoyed Wandavision, a series with which Disney makes it clear (if it didn't already with The Mandalorian) that Disney+ original content will be just incredible [Full review in Spanish]",Critic
WandaVision,Part of WandaVision's strength is that it would work just fine as an absolutely straight-up sitcom.,Critic
WandaVision,"I loved WandaVision, it's weird, funny, confusing, magical, and mysterious, taking advantage of its TV format to tell a story without hurry, dancing to the rhythm of its own drum. [Full review in Spanish]",Critic
Watchmen,Not sure why it's called Watchmen. It has nothing to do with the comic. First episode was really bad.,Audience
Watchmen,spits in the face of long time fans,Audience
Watchmen,"Amazing show...the black and white memories episode was fantastic...true to the source material....keep it going.

Forget the fan boys and their reviews..this was so much more than a sequel...fantastic story that came together and answered everything while teasing more....",Audience
Watchmen,It is nothing like Watchmen.,Audience
Watchmen,"an astonishing representation of the comic vibe of watchmen, set 30 years after the original graphic novel series, a must watch",Audience
Watchmen,"HBO has another winner!

Each episode is better than the next.  The dialogue is sharp, witty & uncompromising.  It's satirical of the human condition & hopeful at the same time with colourful characters, excellent ensemble acting, wonderful art direction.  

Masterful story-telling in a sci-fi/superheroes-fantasy setting.  Thank you Damon Lindelof for lifting the post-GoT blues.

Can't wait for the first season's finale next Sunday...

❤️👍😀👏🎈",Audience
Watchmen,Hope it gets better. It felt weak for a first episode.,Audience
Watchmen,"I think this is the best tv show I have watched in 2019.  Acting, Cinematography, Plot is all top notch.    Sad it is getting review bombed by certain members of the audience,  its too bad we aren't past that type of stuff yet.",Audience
Watchmen,Perverted the original idea...,Audience
Watchmen,This is not watchmen...... what the hell is this?,Audience
Watchmen,Why would you ruin this classic? Please stop ruining great franchises. I quit after 2 episodes and canceled HBO right after.,Audience
Watchmen,"So, far, so good! Intriguing storyline which uses an ""massacre"" of black people that happened in Tulsa, 1921 as the basis for the story. Clever, deep and controversial this TV show. Anytime you discuss race there will be people who (for political reasons) will think of it as trash. But this is hard hitting social issue material acting brilliantly by  Regina King and a equally impressive supporting cast. And although fans of the graphic novel and the movie don't like the reimaging of the storyline, It is still great TV.",Audience
Watchmen,The show almost nailed it until the last episode it had weak writing compared to all the episodes,Audience
Watchmen,"1 episode in, and it is great so far.",Audience
Watchmen,This has nothing to do with watchmen.  Like a cheap imitation cheese.,Audience
Watchmen,"Well where do I begin? I can't believe the critics loved it so much.   I really really wanted to like this show.  actually I really wanted to love this show but it was so monumentally disappointing.  

I could see most of the surprises coming a mile away.  The social message of the season was fine but after. Being beaten over the head with it over and over.  It lost any impact and actually had me questioning my liberal sensibilities.  Dr Manhattan  was not believable at all. He was nothing like the original character.  Lady tru was a bore, so obviously adrian's daughter.  I watched the first episode and thought wow this could be good.  It's not the greatest tv I've seen but its got something here to build on.  It just went further and further downhill from there.  Especially with the heavily integrated WTF moments.  I give it two because I liked the angela abar character and looking glass was ok but those were the only two characters I cared about at all. The other thing I can say is it was shot beautifully.  That being said.  I hope we don't get another season of this pathetic attempt to build on Alan Moores epic characters.",Audience
Watchmen,"loved the movie, loved the show. 
Went in with the knowledge of some bad reviews etc, no clue what they are based upon. Good stuff from beginning till end.",Audience
Watchmen,Great Writing! VERY interesting and DIFFERENT!,Audience
Watchmen,I did not like one bit about it.,Audience
Watchmen,Really didn't like it.,Audience
Watchmen,"This is breathtaking, ambitious television that only gets richer with each subsequent episode.",Critic
Watchmen,"Watchmen encapsulates the weariness of Black America, our wounds healing just enough for the scabs to be torn off again.",Critic
Watchmen,"Despite the Emmys, the world has yet to really acknowledge the obvious: streaming series dont get better than Watchmen, one of the greatest shows of all time.",Critic
Watchmen,"Mercifully, the resulting drama... is nothing short of a triumph.",Critic
Watchmen,"A phenomenal cast, fantastic stunt choreography, and a societal and historically relevant narrative which is compelling enough to encourage more. While there may be commentary on The Comedian here, Watchmen on HBO is anything but a joke.",Critic
Watchmen,"Watchmen is a tour-de-force, no doubt, but there's a landing that definitely needs to be stuck.",Critic
Watchmen,"Its greatest rewards are the strength of its perspective, the depth of its humanity, and the risky creative swings it takes to create an entirely new story that also feels right at home in the world of Watchmen.",Critic
Watchmen,Watchmen kicks the post-Game of Thrones era of HBO off with a thrilling and fearless start.,Critic
Watchmen,HBO's Watchmen embraces Alan Moore's original vision while forging its own path.,Critic
Watchmen,"From squid storms thanks to Adrian Veidt (you'll have to do a bit of background research into that one), to horrific gun fights under a lookalike Owlship, it's a harrowing tone overall, which is a suitable homage to past Watchmen material.",Critic
Watchmen,"It's a wondrous, often funny, engaging sight to behold, two pros at the top of their game - two women over 40 taking the reins in what could be reductively called a ""comic book show.""",Critic
Watchmen,"...by the time Jean Smart enters in episode three, you know I was on board, full-stop.",Critic
Watchmen,"Lindelof's show is a marriage of pulpy mythmaking and grim reality, telling a weighty story under the guise of mass-market entertainment.",Critic
Watchmen,Damon Lindelof manages to make fit all the relevant pieces creating a work that gives us the feeling of completeness. [Full review in Spanish],Critic
Watchmen,"Show-runner Damon Lindelof has created a narrative with roots so firmly implanted in the original text, the lore has become fertilised with incredible fecundity.",Critic
Watchmen,"The book gives anyone attempting to follow it up a richly realized world on which to build, but it's the ways in which this new series diverges from the source material that makes it so compelling",Critic
Watchmen,"Lindelof's Watchmen is bold, creative and challenging, maintaining a faithfulness to the source material, or its spirit, at least, without being overly reverential... It's fully realized, engaging and, yes, weird, but in all of the right ways (squidfall!)",Critic
Watchmen,"In Watchmen, blackness is the root of the story, as well as its underlying purpose: it's a show about the potential for pop culture to treat black identity as a default...",Critic
Watchmen,"Weird, weird, weird, but definitely not boring.",Critic
Watchmen,An inventive and complex series. [Full Review in Spanish],Critic
